keep_label,review_status,review_notes,cik,company_name,aaer_year,match_score,aaer_date,aaer_numbers,aaer_details,aaer_links,label_source,normalized_company_name,distinctive_company_tokens,exact_company_phrase_in_aaer,distinctive_token_coverage,triage_category,automation_status,automation_reason
0,REVIEW,,1112551,MERCI INC,2009,88.89,20-Mar-09,AAER-2953,"Mercury Interactive, LLC (f/k/a Mercury Interactive Corporation), Amnon Landan, Sharlene Abrams, Douglas Smith, and Susan Skaer Release No. LR-20964, AAER-2953",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-20964,SEC AAER index + company-name candidate matching,MERCI,MERCI,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1527698,"ML CAPITAL GROUP, INC.",2009,90,21-May-09,AAER-2973,"TMT Capital Corporation Release No. 34-59959, AAER-2973",https://www.sec.gov/files/litigation/admin/2009/34-59959.pdf,SEC AAER index + company-name candidate matching,ML CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,REVIEW,,1527698,"ML CAPITAL GROUP, INC.",2016,90,30-Mar-16,AAER-3761,"Burrill Capital Management, et al. Release No. 34-77473, AAER-3761, IA-4360, IC-32060",https://www.sec.gov/files/litigation/admin/2016/34-77473.pdf,SEC AAER index + company-name candidate matching,ML CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2009,100,4-Jun-09,AAER-2984,"Dyadic International, Inc. Release No. 34-60047, AAER-2984",https://www.sec.gov/files/litigation/admin/2009/34-60047.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2010,100,5-May-10,AAER-3131,"Spongetech Delivery Systems, Inc., RM Enterprises International, Inc., Steven Y. Moskowitz, Michael E. Metter, George Speranza, Joel Pensley and Jack Halperin Release No. LR-21515, AAER-3131 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21515 | https://www.sec.gov/files/litigation/complaints/2010/comp21515.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2010,100,11-May-10,AAER-3134,"Diatect International Corp., et al. Release No. LR-21524, AAER-3134",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21524,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2010,100,7-Jun-10,AAER-3139,"China Yuchai International Limited Release No. 34-62235, AAER-3139",https://www.sec.gov/files/litigation/admin/2010/34-62235.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2011,100,18-Mar-11,AAER-3254,"International Business Machines Corporation Release No. LR-21889, AAER-3254 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21889 | https://www.sec.gov/files/litigation/complaints/2011/comp21889.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2013,100,15-May-13,AAER-3482,"RINO International Corporation, Dejun ""David"" Zou, and Jianping ""Amy"" Qiu Release No. LR-22699, AAER-3482 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22699 | https://www.sec.gov/files/litigation/complaints/2013/comp-pr2013-87.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2013,100,1-Jul-13,AAER-3483,"Fuqi International, Inc. Release No. LR-22739, AAER-3483 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22739 | https://www.sec.gov/files/litigation/complaints/2013/comp22739.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2013,100,30-Apr-13,AAER-4298,"Artfest International, Inc., et al. Brenda P. Murray, Chief Administrative Law Judge Release No. 485, 34-68902, 34-69676, AAER-4298 See Also: Order Instituting Proceedings, Release No. 34-68902 , Finality Order, Release No. 34-69676",https://www.sec.gov/files/alj/aljdec/2013/id485bpm.pdf | https://www.sec.gov/files/litigation/admin/2013/34-68902.pdf | https://www.sec.gov/files/alj/aljdec/2013/34-69676.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2016,100,19-Apr-16,AAER-3765,"Logitech International, S.A., Michael Doktorczyk and Sherralyn Bolles, CPA Release No. 34-77644, AAER-3765",https://www.sec.gov/files/litigation/admin/2016/34-77644.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2020,100,4-Jun-20,AAER-4146,"Argo Group International Holdings, Ltd. Release No. 34-89009, AAER-4146",https://www.sec.gov/files/litigation/admin/2020/34-89009.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2020,100,31-Jul-20,AAER-4153,"Valeant Pharmaceuticals International, Inc. and n/k/a Bausch Health Companies Inc. Release No. 33-10809, 34-89442, AAER-4153",https://www.sec.gov/files/litigation/admin/2020/33-10809.pdf,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1023844,NATIONAL HOLDINGS CORP,2023,100,26-Apr-23,AAER-4403,"Frank's International N.V. Release No. 34-97381, AAER-4403 See Also: Administrative Summary",https://www.sec.gov/enforcement-litigation/administrative-proceedings/34-97381 | https://www.sec.gov/enforce/34-97381-s,SEC AAER index + company-name candidate matching,NATIONAL,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,REVIEW,,1659183,NDIVISION INC.,2014,88.89,9-May-14,AAER-3552,"BDO China Dahua CPA Co., Ltd., Ernst & Young Hua Ming LLP, KPMG Huazhen (Special General Partnership), Deloitte Touche Tohmatsu Certified Public Accountants Ltd., and Pricewaterhousecoopers Zhong Tian CPAs Limited (Order Denying the Division's Motion to Strike the Notice of Withdrawal of Appearance and Setting a Briefing Schedule) Release No. 34-72134, AAER-3552",https://www.sec.gov/files/litigation/opinions/2014/34-72134.pdf,SEC AAER index + company-name candidate matching,NDIVISION,NDIVISION,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1659183,NDIVISION INC.,2015,88.89,20-Mar-15,AAER-3643,"BDO China Dahua CPA Co., Ltd., et al. (Order Granting the Division of Enforcement's Unopposed Motion to Withdraw Its Petition for Review as to Dahua CPA, Ltd. and Notice That Initial Decision Has Become Final as to Dahua CPA, Ltd.) Release No. 34-74552, AAER-3643",https://www.sec.gov/files/litigation/opinions/2015/34-74552.pdf,SEC AAER index + company-name candidate matching,NDIVISION,NDIVISION,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1089638,NESS TECHNOLOGIES INC,2022,94.12,7-Jun-22,AAER-4302,"Synchronoss Technologies, Inc. Release No. 34-95049, AAER-4302",https://www.sec.gov/files/litigation/admin/2022/34-95049.pdf,SEC AAER index + company-name candidate matching,NESS TECHNOLOGIES,NESS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,72020,NICOR INC,2011,88.89,8-Apr-11,AAER-3262,"Nicole Rae Kaplan, CPA Release No. 34-64271, AAER-3262",https://www.sec.gov/files/litigation/admin/2011/34-64271.pdf,SEC AAER index + company-name candidate matching,NICOR,NICOR,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1467154,"NOVAN, INC.",2016,88.89,23-Mar-16,AAER-3759,"Novartis AG Release No. 34-77431, AAER-3759 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2016/34-77431.pdf | https://www.sec.gov/files/litigation/admin/2016/34-77431-s.pdf,SEC AAER index + company-name candidate matching,NOVAN,NOVAN,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1467154,"NOVAN, INC.",2020,100,18-May-20,AAER-4143,"John Donovan, CPA Release No. 34-88897, AAER-4143",https://www.sec.gov/files/litigation/admin/2020/34-88897.pdf,SEC AAER index + company-name candidate matching,NOVAN,NOVAN,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1467154,"NOVAN, INC.",2020,88.89,25-Jun-20,AAER-4150,"Novartis AG Release No. 34-89149, AAER-4150",https://www.sec.gov/files/litigation/admin/2020/34-89149.pdf,SEC AAER index + company-name candidate matching,NOVAN,NOVAN,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1467154,"NOVAN, INC.",2022,100,24-May-22,AAER-4301,"PMB Helin Donovan, LLP, Christopher Bauer, CPA and Jeffrey Jamieson, CPA Release No. 34-94976, AAER-4301",https://www.sec.gov/files/litigation/admin/2022/34-94976.pdf,SEC AAER index + company-name candidate matching,NOVAN,NOVAN,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1412043,"OPOWER, INC.",2009,90.91,11-Mar-09,AAER-2948,"PowerCold Corporation, Francis L. Simola, Joseph C. Cahill, and Grayling R. Hofer Release No. LR-20945, AAER-2948 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-20945 | https://www.sec.gov/files/litigation/complaints/2009/comp20945.pdf,SEC AAER index + company-name candidate matching,OPOWER,OPOWER,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1557340,"OPTEC INTERNATIONAL, INC.",2010,89.47,11-May-10,AAER-3134,"Diatect International Corp., et al. Release No. LR-21524, AAER-3134",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21524,SEC AAER index + company-name candidate matching,OPTEC INTERNATIONAL,OPTEC,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1562733,"ORO CAPITAL CORPORATION, INC.",2015,90.91,8-Jul-15,AAER-3670,"Vero Capital Management, LLC Geiger, Robert Barbaresi, George Downey, Steven, CPA Release No. 34-75401, AAER-3670, IA-4138, IC-31710",https://www.sec.gov/files/litigation/admin/2015/34-75401.pdf,SEC AAER index + company-name candidate matching,ORO CAPITAL,ORO,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,911421,PARTNERRE LTD,2023,88.89,26-May-23,AAER-4411,"Gartner, Inc. Release No. 34-97609, AAER-4411 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2023/34-97609.pdf | https://www.sec.gov/enforce/34-97609-s,SEC AAER index + company-name candidate matching,PARTNERRE,PARTNERRE,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1362703,PEDIATRX INC.,2009,93.33,5-Mar-09,AAER-2943,"Pediatrix Medical Group, Inc. Release No. LR-20927, AAER-2943 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-20927 | https://www.sec.gov/files/litigation/complaints/2009/comp20927.pdf,SEC AAER index + company-name candidate matching,PEDIATRX,PEDIATRX,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1506293,"PINTEREST, INC.",2023,88.89,6-Mar-23,AAER-4384,"Flutter Entertainment and plc as successor-in-interest to The Stars Group, Inc. (Corrected) Release No. 34-97044, AAER-4384 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2023/34-97044.pdf | http://www.sec.gov/enforce/34-97044-s,SEC AAER index + company-name candidate matching,PINTEREST,PINTEREST,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,879682,PLC SYSTEMS INC,2010,100,16-Jul-10,AAER-3154,"Trident Microsystems, Inc., Frank C. Lin, and Peter Y. Jen Release No. LR-21593, AAER-3154 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21593 | https://www.sec.gov/files/litigation/complaints/2010/comp21593.pdf,SEC AAER index + company-name candidate matching,SYSTEMS,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,879682,PLC SYSTEMS INC,2019,100,6-Mar-19,AAER-4028,"Mobile TeleSystems PJSC Release No. 34-85261, AAER-4028",https://www.sec.gov/files/litigation/admin/2019/34-85261.pdf,SEC AAER index + company-name candidate matching,SYSTEMS,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1540615,"PUGET TECHNOLOGIES, INC.",2010,88.89,9-Jun-10,AAER-3142,"Lucent Technologies, Inc., et al. Release No. LR-21551, AAER-3142",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21551,SEC AAER index + company-name candidate matching,PUGET TECHNOLOGIES,PUGET,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1094032,QDM INTERNATIONAL INC.,2013,88.24,1-Jul-13,AAER-3483,"Fuqi International, Inc. Release No. LR-22739, AAER-3483 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22739 | https://www.sec.gov/files/litigation/complaints/2013/comp22739.pdf,SEC AAER index + company-name candidate matching,QDM INTERNATIONAL,QDM,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,68622,QWEST CORP,2009,88.89,23-Jul-09,AAER-3019,"West Marine, Inc. Release No. LR-21150, AAER-3019 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21150 | https://www.sec.gov/files/litigation/complaints/2009/comp21150.pdf,SEC AAER index + company-name candidate matching,QWEST,QWEST,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,68622,QWEST CORP,2016,88.89,9-Mar-16,AAER-3752,"Westlands Water District, Thomas W. Birmingham and Louie David Ciapponi Release No. 33-10053, AAER-3752",https://www.sec.gov/files/litigation/admin/2016/33-10053.pdf,SEC AAER index + company-name candidate matching,QWEST,QWEST,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1522538,"RAINBOW INTERNATIONAL, CORP.",2013,92.31,15-May-13,AAER-3482,"RINO International Corporation, Dejun ""David"" Zou, and Jianping ""Amy"" Qiu Release No. LR-22699, AAER-3482 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22699 | https://www.sec.gov/files/litigation/complaints/2013/comp-pr2013-87.pdf,SEC AAER index + company-name candidate matching,RAINBOW INTERNATIONAL,RAINBOW,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1282648,RAM ENERGY RESOURCES INC,2016,90,7-Jun-16,AAER-3778,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10089, 34-78007, AAER-3778",https://www.sec.gov/files/litigation/admin/2016/33-10089.pdf,SEC AAER index + company-name candidate matching,RAM ENERGY RESOURCES,RAM,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1282648,RAM ENERGY RESOURCES INC,2016,90,7-Jun-16,AAER-3779,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10090, 34-78008, AAER-3779",https://www.sec.gov/files/litigation/admin/2016/33-10090.pdf,SEC AAER index + company-name candidate matching,RAM ENERGY RESOURCES,RAM,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1282648,RAM ENERGY RESOURCES INC,2016,90,7-Jun-16,AAER-3780,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10091, 34-78009, AAER-3780",https://www.sec.gov/files/litigation/admin/2016/33-10091.pdf,SEC AAER index + company-name candidate matching,RAM ENERGY RESOURCES,RAM,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1499034,RARUS TECHNOLOGIES INC,2023,88.89,5-Jun-23,AAER-4417,"Cantaloupe, Inc. (f/k/a USA Technologies, Inc.) Release No. 33-11202, 34-97651, AAER-4417 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2023/33-11202.pdf | https://www.sec.gov/enforce/33-11202-s,SEC AAER index + company-name candidate matching,RARUS TECHNOLOGIES,RARUS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1532158,"REBEL GROUP, INC.",2011,88.89,14-Apr-11,AAER-3270,"Rebecca Lynn Higgins Release No. LR-21930, AAER-3270 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21930 | https://www.sec.gov/files/litigation/complaints/2011/comp21930.pdf,SEC AAER index + company-name candidate matching,REBEL GROUP,REBEL,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1439746,"RESOURCE HOLDINGS, INC.",2016,100,10-Mar-16,AAER-3756,"Magnum Hunter Resources Corporation Release No. 34-77345, AAER-3756",https://www.sec.gov/files/litigation/admin/2016/34-77345.pdf,SEC AAER index + company-name candidate matching,RESOURCE,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1439746,"RESOURCE HOLDINGS, INC.",2016,100,7-Jun-16,AAER-3778,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10089, 34-78007, AAER-3778",https://www.sec.gov/files/litigation/admin/2016/33-10089.pdf,SEC AAER index + company-name candidate matching,RESOURCE,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1439746,"RESOURCE HOLDINGS, INC.",2016,100,7-Jun-16,AAER-3779,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10090, 34-78008, AAER-3779",https://www.sec.gov/files/litigation/admin/2016/33-10090.pdf,SEC AAER index + company-name candidate matching,RESOURCE,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1439746,"RESOURCE HOLDINGS, INC.",2016,100,7-Jun-16,AAER-3780,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10091, 34-78009, AAER-3780",https://www.sec.gov/files/litigation/admin/2016/33-10091.pdf,SEC AAER index + company-name candidate matching,RESOURCE,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1439746,"RESOURCE HOLDINGS, INC.",2021,100,29-Apr-21,AAER-4212,"Fortem Resources, Inc. Release No. 34-91715, AAER-4212",https://www.sec.gov/files/litigation/admin/2021/34-91715.pdf,SEC AAER index + company-name candidate matching,RESOURCE,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,REVIEW,,1069533,RGC RESOURCES INC,2016,92.31,7-Jun-16,AAER-3778,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10089, 34-78007, AAER-3778",https://www.sec.gov/files/litigation/admin/2016/33-10089.pdf,SEC AAER index + company-name candidate matching,RGC RESOURCES,RGC,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1069533,RGC RESOURCES INC,2016,92.31,7-Jun-16,AAER-3779,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10090, 34-78008, AAER-3779",https://www.sec.gov/files/litigation/admin/2016/33-10090.pdf,SEC AAER index + company-name candidate matching,RGC RESOURCES,RGC,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1069533,RGC RESOURCES INC,2016,92.31,7-Jun-16,AAER-3780,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10091, 34-78009, AAER-3780",https://www.sec.gov/files/litigation/admin/2016/33-10091.pdf,SEC AAER index + company-name candidate matching,RGC RESOURCES,RGC,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1604778,"ROCKY HOLDING, INC.",2011,88.89,3-May-11,AAER-3274,"Rockwell Automation, Inc. Release No. 34-64380, AAER-3274",https://www.sec.gov/files/litigation/admin/2011/34-64380.pdf,SEC AAER index + company-name candidate matching,ROCKY,ROCKY,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1419559,"RT TECHNOLOGIES, INC.",2010,93.33,9-Jun-10,AAER-3142,"Lucent Technologies, Inc., et al. Release No. LR-21551, AAER-3142",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21551,SEC AAER index + company-name candidate matching,RT TECHNOLOGIES,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,REVIEW,,1419559,"RT TECHNOLOGIES, INC.",2023,93.33,13-Mar-23,AAER-4390,"Evoqua Water Technologies Corp. and Imran Parekh Release No. LR-25662, AAER-4390 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-25662 | https://www.sec.gov/files/litigation/complaints/2023/comp25662.pdf,SEC AAER index + company-name candidate matching,RT TECHNOLOGIES,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
